IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
2912_01,Beeres Kine,E,178,P,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6902_01,Strali Idalpus,D,217,P,America,Grecia,46.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8042_01,Mathy Shephendry,G,1299,P,Outros,Monaco,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3328_01,Rena Yorkland,F,691,P,Europa,Grecia,34.0,0,0,578.0,0.0,0.0,0.0,323.0,0
1435_01,Gabrin Gilleranks,G,223,P,Europa,Outros,23.0,0,0,0.0,20.0,26.0,0.0,659.0,0
0445_02,Rice Marshopper,E,25,S,Outros,Grecia,26.0,0,0,0.0,0.0,0.0,77.0,715.0,0
2663_01,Penne Douglasen,F,552,P,Europa,Monaco,13.0,0,0,0.0,0.0,0.0,4.0,811.0,1
6402_01,Ianley Knoxonway,G,1032,P,Europa,Grecia,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0503_01,Gal Fone,F,90,S,Africa,Grecia,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4933_01,Puffal Gin,F,938,S,Africa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5812_05,Dian Domington,G,943,S,Europa,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1696_01,Alam Iderinelay,B,55,P,America,Grecia,43.0,0,0,0.0,760.0,17.0,15331.0,427.0,0
2414_01,Mergak Headfair,T,1,P,America,Grecia,42.0,0,0,0.0,1829.0,2.0,3133.0,2447.0,0
0463_02,Flamal Staf,F,100,P,Africa,Grecia,14.0,0,0,928.0,852.0,81.0,0.0,0.0,0
5491_01,Anthia Solon,G,882,S,Europa,Grecia,20.0,0,0,0.0,0.0,499.0,285.0,103.0,0
6236_01,Kell Hickson,F,1194,S,Europa,Grecia,22.0,0,0,395.0,0.0,0.0,300.0,125.0,0
1371_01,Dunch Kuche,D,44,P,Africa,Grecia,25.0,0,0,591.0,466.0,0.0,0.0,0.0,0
0433_02,Naosura Mormonized,B,20,P,America,Grecia,47.0,0,0,4.0,891.0,0.0,2962.0,3656.0,0
8998_02,Jonaye Englence,E,591,S,Europa,Grecia,47.0,0,0,0.0,1.0,0.0,967.0,5.0,0
5345_01,Frunad Cheen,D,167,P,Africa,Outros,14.0,0,0,809.0,0.0,59.0,0.0,0.0,0
6585_01,Becca Hornettoney,G,1071,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0740_03,Thab Sageng,C,24,P,America,Grecia,41.0,0,0,3594.0,3425.0,0.0,0.0,58.0,0
0140_02,Verney Whitakers,F,29,P,Europa,Grecia,26.0,0,0,440.0,0.0,0.0,0.0,462.0,0
1034_01,Aliedy Cleman,G,155,P,Europa,Grecia,31.0,0,0,0.0,0.0,0.0,675.0,213.0,0
4770_01,Elany Stantiagord,F,900,S,Europa,Monaco,22.0,0,0,0.0,509.0,2.0,8.0,74.0,1
6158_01,Dawne Jacobbinson,G,996,S,Europa,Malta,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0031_02,Cinets Datie,F,9,P,Africa,Grecia,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3868_02,Thell Braymon,G,630,S,Europa,Grecia,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3084_01,Bakix Flell,D,101,S,Africa,Monaco,60.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5727_01,Kenny Santin,G,920,P,Europa,Monaco,28.0,0,0,0.0,0.0,0.0,711.0,0.0,0
4483_02,Fowoos Tepie,D,151,P,Africa,Grecia,63.0,0,0,3087.0,0.0,60.0,2.0,0.0,0
0583_01,Muebix Erle,F,109,S,Africa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5040_01,Enibik Dynigic,C,195,S,America,Grecia,26.0,0,0,0.0,21.0,10424.0,1373.0,7218.0,0
2196_04,Alrairk Veriedeezy,B,65,P,America,Monaco,42.0,0,0,0.0,1180.0,0.0,2677.0,283.0,0
0753_01,Mesarix Ennalve,A,4,P,America,Outros,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9213_01,Aliedy Hurchanney,F,1884,P,Europa,Grecia,24.0,0,0,0.0,90.0,0.0,795.0,0.0,1
4256_03,Hencey Garnes,G,698,P,Europa,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4097_01,Belly Weavesend,E,253,P,Europa,Grecia,15.0,0,0,0.0,840.0,123.0,0.0,20.0,0
5036_02,Eleah Walterson,G,814,P,Europa,Grecia,24.0,0,0,5.0,1.0,7.0,0.0,895.0,0
6099_01,Elara Jarvey,G,992,S,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0452_01,Swafox Ecart,E,26,S,Africa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3066_01,Felia Hortis,E,193,P,Europa,Grecia,35.0,0,0,1609.0,0.0,0.0,0.0,0.0,0
0458_01,Zanin Bedectical,D,16,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2727_01,Stany Hoopez,F,525,S,Europa,Grecia,32.0,0,0,0.0,9.0,11.0,784.0,63.0,0
5129_01,Anthia Savaraldez,G,827,P,Europa,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5681_01,Jodip Ellson,G,921,S,Europa,Grecia,66.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2442_01,Beals Perie,F,505,P,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7121_02,Pulchib Dressink,B,269,S,America,Monaco,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2574_01,Berta Sweeton,F,496,S,Europa,Grecia,42.0,0,0,10.0,303.0,12.0,0.0,478.0,0
6967_01,Winon Oilpfulle,C,256,S,America,Monaco,37.0,0,0,0.0,9965.0,0.0,5697.0,676.0,0
5887_01,Adrie Cochrisons,E,374,P,Europa,Malta,50.0,0,0,781.0,2.0,0.0,61.0,0.0,1
7744_01,Weznif Prearright,B,298,S,America,Grecia,19.0,0,0,0.0,4534.0,0.0,617.0,1156.0,0
6541_01,Monah Lowelliott,F,1356,P,Europa,Grecia,21.0,0,0,0.0,717.0,0.0,0.0,0.0,0
5142_01,Kies Cre,F,1050,P,Africa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3616_01,Cliney Horners,G,584,S,Europa,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7161_01,Schyon Gealably,E,476,S,America,Grecia,33.0,0,0,0.0,3624.0,0.0,1537.0,498.0,0
4422_01,Glueba Dinsprody,B,172,S,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9196_01,Tabdhib Poustive,C,339,S,America,Grecia,40.0,0,0,0.0,1674.0,0.0,269.0,4.0,1
4221_01,Eduana Alshipson,F,869,P,Europa,Grecia,13.0,0,0,27.0,81.0,1080.0,0.0,0.0,1
6305_01,Ankabit Parbleake,B,248,S,America,Monaco,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8779_01,Dandra Brensonsen,G,1413,S,Europa,Monaco,21.0,0,0,2.0,0.0,0.0,634.0,0.0,0
6513_01,Cuses Pread,F,1244,S,Africa,Grecia,20.0,0,0,57.0,0.0,1185.0,0.0,0.0,0
4923_03,Nilly Sturt,F,935,S,Africa,Grecia,24.0,0,0,261.0,0.0,780.0,0.0,0.0,1
1923_01,Wasaleh Dister,C,65,P,America,Grecia,63.0,0,0,0.0,4286.0,18.0,4.0,872.0,1
0350_01,Loresa Burchanez,G,60,P,Europa,Malta,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1400_01,Hanne Colleruces,G,217,P,Europa,Monaco,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4215_01,Gocock Floaf,D,145,P,Africa,Grecia,34.0,1,0,992.0,0.0,14.0,0.0,0.0,0
6357_01,Billa Pacerty,F,1214,S,Europa,Grecia,25.0,0,0,106.0,0.0,0.0,0.0,925.0,0
5747_01,Troya Hallahaney,F,1192,P,Europa,Grecia,29.0,0,0,715.0,47.0,0.0,0.0,0.0,0
7521_01,Hard Mcintons,F,1560,P,Europa,Grecia,44.0,0,0,657.0,0.0,103.0,0.0,394.0,0
5956_01,Hard Kramosley,E,379,P,Europa,Grecia,21.0,0,0,12.0,0.0,0.0,1658.0,0.0,0
7356_02,Herry Merkins,G,1181,P,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5613_01,Leene Hardonald,F,1072,S,Europa,Grecia,32.0,0,0,125.0,874.0,0.0,180.0,1.0,1
4790_01,Alarkab Mirinanty,B,189,S,America,Outros,54.0,1,0,0.0,2853.0,0.0,0.0,1666.0,0
7865_03,Meratzn Secont,C,293,S,America,Monaco,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7988_01,Phoros Wirdley,B,313,S,America,Grecia,49.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3986_01,Poot Pine,F,755,S,Africa,Grecia,54.0,0,0,1217.0,0.0,1.0,4.0,0.0,0
2067_01,Alatrin Sprender,C,70,P,America,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4756_01,Maasyma Gealloyalt,C,188,S,America,Monaco,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0944_02,Terrie Weaverays,G,137,P,Europa,Monaco,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0863_02,Lynez Walkerez,G,129,S,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5844_01,Lavey Spencervan,E,369,P,Europa,Monaco,24.0,0,0,0.0,30.0,835.0,0.0,0.0,1
3924_01,Nance Reenon,E,263,S,Europa,Monaco,19.0,0,0,0.0,47.0,0.0,263.0,384.0,1
0538_01,Walla Swanardy,F,110,P,Europa,Grecia,28.0,0,0,0.0,1073.0,0.0,0.0,5.0,1
1395_01,Willah Fryes,G,214,S,Europa,Grecia,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6444_01,Sandie Domington,G,1041,P,Europa,Grecia,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0
8569_01,Neutrak Lisholtery,A,88,P,America,Grecia,34.0,0,0,0.0,3636.0,0.0,70.0,27.0,1
6494_01,Oafron Mushe,F,1344,P,Africa,Grecia,38.0,0,0,1192.0,5.0,1864.0,4287.0,0.0,0
3238_01,Walles Reste,E,215,S,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3397_01,Guyl Barkeretton,G,543,S,Europa,Grecia,22.0,0,0,0.0,269.0,0.0,100.0,28.0,0
2645_05,Mesonon Improus,C,95,S,America,Monaco,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1386_01,Murie Polliamposs,G,214,P,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8816_04,Astab Diouselt,B,340,S,America,Monaco,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6889_01,Sallie Santuez,F,1317,S,Europa,Outros,40.0,0,0,862.0,0.0,0.0,0.0,59.0,0
5919_01,Phonons Heracker,A,55,P,America,Monaco,26.0,0,0,0.0,2427.0,15.0,5.0,0.0,1
2483_01,Eulah Crayeson,F,477,S,Europa,Monaco,35.0,0,0,2594.0,195.0,0.0,0.0,0.0,0
3149_01,Natha Portananney,G,494,S,Europa,Grecia,18.0,0,0,0.0,730.0,79.0,0.0,0.0,1
8892_01,Shanya Ricklaney,F,1832,P,Europa,Grecia,28.0,0,0,0.0,16.0,496.0,318.0,0.0,0
2722_01,Frunch Sutte,D,93,S,Africa,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4752_01,Terek Knike,F,964,P,Africa,Malta,56.0,0,0,233.0,0.0,1356.0,0.0,171.0,0
5882_01,Celis Morez,F,1214,P,Europa,Grecia,17.0,0,0,18.0,10.0,73.0,0.0,1049.0,0
7652_01,Coxatik Eguing,B,292,S,America,Monaco,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8392_01,Therly Brightez,F,1610,S,Europa,Malta,24.0,0,0,86.0,669.0,1.0,0.0,0.0,0
0219_01,Nica River,G,36,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6787_03,Therta Hurchanney,F,1411,P,Europa,Grecia,17.0,0,0,108.0,4.0,1898.0,13.0,0.0,0
4693_02,Schird Rewmid,B,186,S,America,Monaco,65.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2131_01,Terrie Mayder,E,128,P,Europa,Grecia,26.0,0,0,0.0,0.0,0.0,91.0,900.0,0
7596_01,Polaton Fralledic,C,283,S,America,Monaco,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0691_02,Fis Potte,F,123,S,Africa,Grecia,21.0,0,0,505.0,0.0,1952.0,0.0,0.0,0
3462_01,Achib Ingascomet,C,115,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0010_01,Reney Baketton,G,1,S,Europa,Grecia,48.0,0,0,719.0,1.0,65.0,0.0,24.0,0
2496_01,Ireen Goody,F,481,S,Europa,Grecia,25.0,0,0,64.0,0.0,0.0,660.0,0.0,0
5416_04,Toats Saf,F,1114,P,Africa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6512_01,Mediton Oillepint,A,80,S,America,Grecia,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3693_01,Warry Sandry,G,603,S,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7646_03,Alwaide Sometery,C,285,S,America,Monaco,24.0,0,0,145.0,4224.0,0.0,5.0,61.0,1
6623_01,Saxinon Geraing,B,218,P,Outros,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3420_01,Jilley Brownings,G,548,S,Europa,Grecia,65.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2413_01,Tyrona Barnoldeney,G,390,S,Europa,Malta,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2789_01,Idave Carverson,G,450,P,Europa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5310_01,Dontch Terry,F,1021,S,Africa,Grecia,32.0,0,0,4702.0,0.0,449.0,190.0,0.0,0
9219_01,Daley Workmanson,G,1487,S,Europa,Monaco,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2300_01,Genubik Alcemblery,C,81,P,America,Monaco,19.0,0,0,0.0,0.0,0.0,0.0,8195.0,0
2143_02,Thel Miltongson,G,345,S,Europa,Grecia,7.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1844_03,Winia Stannondez,G,289,S,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0044_02,Kayne Coopelandez,G,3,P,Europa,Monaco,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0398_01,Wales Tité,D,13,S,Africa,Grecia,22.0,0,0,28.0,420.0,36.0,6011.0,3.0,0
1980_03,Penne Browlerson,G,312,S,Europa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9119_01,Grette Miltongson,G,1483,P,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4006_02,Becca Wolfaddox,G,660,S,Europa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4695_01,Cobix Snoff,F,882,S,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5885_02,Philia Oneiles,F,1123,S,Europa,Grecia,55.0,0,0,0.0,0.0,0.0,507.0,909.0,1
0388_01,Fanna Sullones,G,57,S,Europa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7973_01,Batan Drelcate,C,297,S,Outros,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6167_01,Cellex Garrincent,G,998,S,Europa,Malta,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4565_01,Paulie Patteraley,G,746,P,Europa,Grecia,24.0,0,0,191.0,497.0,0.0,0.0,16.0,0
3392_01,Philia Gallard,G,541,S,Europa,Grecia,20.0,0,0,0.0,39.0,830.0,17.0,0.0,1
0244_02,Tous Sad,F,47,S,Africa,Monaco,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7461_01,Zavior Plaricit,D,223,S,America,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0714_04,Charry Rilley,G,109,P,Europa,Malta,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2707_01,Ziba Belstrut,B,103,S,America,Grecia,58.0,0,0,1113.0,1650.0,0.0,194.0,510.0,1
4550_01,Ebonyd Sotond,F,853,S,Europa,Grecia,28.0,0,0,0.0,180.0,516.0,0.0,0.0,1
8637_01,Sinkes Spien,F,1773,P,Outros,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5773_01,Bosonan Sciatberit,C,217,S,America,Monaco,61.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7720_01,Eilan Russelloyd,F,1606,P,Europa,Monaco,53.0,0,0,0.0,0.0,754.0,46.0,0.0,0
2180_01,Coreen Masquez,F,428,S,Europa,Monaco,24.0,0,0,1.0,0.0,0.0,318.0,247.0,0
2148_01,Ellana Grahangory,F,420,S,Europa,Grecia,13.0,0,0,579.0,226.0,61.0,1.0,7.0,0
6611_03,Nelley Philloway,F,1375,P,Europa,Malta,20.0,0,0,0.0,90.0,561.0,2.0,0.0,1
6782_01,Samany Ments,F,1300,S,Europa,Malta,15.0,0,0,0.0,0.0,533.0,72.0,0.0,0
5993_01,Jetax Jaf,E,394,S,Africa,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9013_01,Daisya Prestonard,G,1461,P,Europa,Grecia,21.0,0,0,128.0,108.0,8.0,3.0,522.0,0
2281_01,Rica Hoppers,E,136,P,Europa,Grecia,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7214_01,Sethew Garzaley,F,1389,S,Europa,Monaco,22.0,0,0,30.0,0.0,690.0,41.0,0.0,1
6036_03,Hekab Stpingepid,C,225,S,America,Grecia,27.0,0,0,0.0,1857.0,0.0,778.0,587.0,1
8506_01,Stal Benney,F,1746,P,Europa,Grecia,18.0,0,0,490.0,0.0,54.0,195.0,0.0,0
7199_01,Lewise Bardinard,G,1174,S,Europa,Grecia,54.0,0,0,1.0,0.0,109.0,0.0,1.0,0
7049_01,Nelly Gallencis,G,1153,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7943_01,Meratz Spedlybood,B,258,P,America,Monaco,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2893_01,Verek Beasleyes,G,470,P,Europa,Monaco,27.0,0,0,688.0,307.0,779.0,0.0,19.0,0
5154_01,Sunch Buche,E,321,P,Africa,Grecia,34.0,1,0,38.0,0.0,606.0,0.0,404.0,0
2876_01,Andyn Brenney,G,456,S,Europa,Grecia,42.0,0,0,173.0,656.0,0.0,0.0,23.0,0
1113_01,Stevey Fielsenders,E,78,S,Europa,Grecia,20.0,0,0,0.0,0.0,0.0,0.0,719.0,1
6080_01,Lyney Stephendsey,G,989,S,Europa,Grecia,39.0,0,0,657.0,225.0,0.0,0.0,0.0,1
3421_01,Lardy Burrilllins,F,704,P,Europa,Malta,40.0,0,0,15.0,0.0,0.0,670.0,0.0,0
3486_01,Mabela Whitersone,F,656,S,Europa,Grecia,20.0,0,0,0.0,559.0,21.0,0.0,5.0,1
0105_01,Carry Cleachrand,F,21,P,Europa,Grecia,27.0,0,0,0.0,0.0,570.0,2.0,131.0,0
3005_01,Stmeal Fisun,F,573,S,Africa,Grecia,70.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3410_01,Berna Moongton,G,558,P,Europa,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3773_01,Ivanna Prestonard,F,711,S,Europa,Malta,22.0,0,0,2.0,257.0,348.0,2.0,0.0,1
4197_02,Stald Cooks,F,786,S,Europa,Grecia,27.0,0,0,0.0,867.0,0.0,128.0,363.0,1
4539_02,Arla Carterson,G,740,S,Europa,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9140_01,Eleaha Klindsayer,G,1488,P,Europa,Malta,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0110_02,Aldeba Bootious,B,5,P,America,Grecia,40.0,0,0,0.0,331.0,0.0,0.0,1687.0,0
6708_06,Shamak Sysilstict,A,67,P,America,Monaco,41.0,1,1,0.0,0.0,0.0,0.0,0.0,1
7890_01,Chrisa Reenez,F,1508,S,Europa,Grecia,58.0,0,0,0.0,268.0,0.0,109.0,594.0,0
4223_01,Manth Grean,F,790,S,Africa,Monaco,19.0,0,0,1184.0,88.0,0.0,0.0,334.0,1
7634_01,Johna Byerry,G,1239,S,Europa,Outros,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1271_01,Melara Hubbarrison,G,189,P,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0992_06,Weidus Kiling,D,35,S,America,Monaco,37.0,0,0,4301.0,791.0,0.0,1748.0,91.0,0
4822_03,Miten Hotte,F,981,P,Outros,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3775_01,Coate Buche,F,712,S,Africa,Grecia,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3370_01,Par Port,D,109,S,Africa,Grecia,18.0,0,0,2532.0,0.0,46.0,0.0,0.0,0
1767_03,Coxatik Gleroling,C,65,S,America,Grecia,32.0,0,0,2973.0,3368.0,124.0,57.0,42.0,1
2773_01,Whark Teake,D,94,S,Africa,Grecia,25.0,0,0,314.0,2.0,648.0,92.0,0.0,0
9157_07,Racey Navages,G,1476,S,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1681_01,Tonia Englence,G,261,S,Europa,Grecia,34.0,0,0,1.0,89.0,0.0,793.0,0.0,0
6442_01,Camiet Gainebergan,G,1045,S,Europa,Grecia,17.0,0,0,0.0,0.0,0.0,1806.0,0.0,0
8068_01,Eduard Mcfarmerson,F,1545,S,Europa,Grecia,20.0,0,0,0.0,52.0,0.0,110.0,614.0,0
5580_01,Anae Vaught,G,902,S,Europa,Malta,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6514_02,Gravior Stersetery,B,251,S,America,Grecia,42.0,0,0,0.0,6244.0,0.0,10912.0,4.0,0
1391_01,Berios Apie,F,276,P,Africa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3519_01,Gerly Swanardy,G,577,P,Europa,Grecia,16.0,0,0,0.0,0.0,722.0,0.0,1.0,1
2798_01,Furudra Timleplet,A,23,P,America,Grecia,37.0,0,0,6.0,437.0,0.0,54.0,3030.0,0
3741_01,Tabik Pulgaly,B,117,P,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1603_02,Card Carreralend,G,256,P,Europa,Grecia,7.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4089_01,Mothab Tachor,A,48,S,America,Grecia,36.0,0,0,0.0,2177.0,0.0,1097.0,144.0,1
7709_01,Rald Sweett,F,1604,P,Europa,Malta,27.0,0,0,2647.0,0.0,0.0,42.0,32.0,0
6073_01,Bubbix Sau,F,1156,S,Africa,Monaco,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7994_01,Ivanna Stanleyd,G,1295,P,Europa,Malta,25.0,0,0,153.0,0.0,0.0,388.0,0.0,0
1328_01,Joandy Rigginsen,G,198,P,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6787_07,Vandy Booneid,F,1411,P,Europa,Grecia,26.0,0,0,113.0,38.0,0.0,0.0,630.0,0
4156_01,Millia Watkinsley,G,684,P,Europa,Monaco,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4336_01,Zedasim Gloother,C,155,S,America,Grecia,29.0,1,0,267.0,1418.0,257.0,843.0,0.0,1
3831_01,Pikes Nan,D,123,S,Africa,Grecia,73.0,0,0,799.0,0.0,190.0,68.0,0.0,0
3021_01,Deanny Spencervan,G,476,S,Europa,Grecia,31.0,0,0,517.0,1.0,301.0,60.0,4.0,0
0915_01,Jerrye Leodger,G,138,S,Europa,Grecia,20.0,0,0,157.0,0.0,0.0,544.0,3.0,0
1491_01,Leneva Sosalinson,G,240,P,Europa,Monaco,32.0,0,0,0.0,0.0,0.0,817.0,8.0,1
1148_06,Batares Clugete,C,42,P,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6285_02,Shail Whealeed,B,245,S,America,Grecia,43.0,0,0,2.0,5329.0,0.0,7.0,0.0,1
0931_01,Therie Flynnis,F,193,P,Europa,Grecia,19.0,0,0,0.0,0.0,115.0,126.0,491.0,1
8000_01,Alfrey Bucklandez,G,1292,S,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6662_01,Coryl Whitez,G,1087,S,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4483_01,Price Tepie,D,151,P,Africa,Grecia,25.0,0,0,1956.0,0.0,161.0,239.0,28.0,0
5535_03,Blanie Arner,G,893,S,Europa,Monaco,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8884_01,Jenne Mckins,F,1830,P,Europa,Grecia,26.0,0,0,1471.0,0.0,7.0,5.0,0.0,1
1424_02,Goros Sageng,B,47,P,America,Monaco,29.0,0,0,2988.0,2147.0,0.0,0.0,1779.0,0
4992_01,Dandra Sextones,F,1018,P,Europa,Malta,22.0,0,0,479.0,34.0,0.0,29.0,4.0,0
4977_02,Nicey Merce,F,945,S,Europa,Grecia,32.0,0,0,2756.0,125.0,9.0,0.0,103.0,0
3512_01,Wallyn Holcompson,F,662,S,Europa,Monaco,28.0,0,0,1.0,0.0,857.0,0.0,0.0,0
1310_01,Kitauon Coillery,C,52,S,America,Grecia,57.0,0,0,0.0,987.0,1.0,4948.0,53.0,0
0408_01,Cus Ble,E,25,P,Africa,Grecia,35.0,0,0,1134.0,113.0,52.0,0.0,0.0,0
5254_01,Celeon Pressive,B,202,S,America,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3713_01,Alraida Trattle,C,133,S,America,Grecia,56.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3497_01,Stsan Nad,D,113,P,Africa,Grecia,38.0,1,0,66.0,0.0,991.0,0.0,0.0,0
1509_01,Sumpix Dal,E,95,P,Africa,Grecia,32.0,0,0,1240.0,0.0,58.0,0.0,0.0,0
0684_02,Trohs Conie,F,145,P,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5994_01,Emilla Kerristicey,F,1236,P,Europa,Monaco,23.0,0,0,94.0,132.0,0.0,967.0,5.0,0
2607_04,Ainoxa Plattering,B,99,S,America,Grecia,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7837_01,Taurah Kiling,B,306,S,America,Monaco,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4293_01,Willy Carsoning,F,801,S,Europa,Grecia,52.0,0,0,0.0,559.0,0.0,0.0,0.0,1
0252_01,Leenny Byerry,F,53,P,Europa,Grecia,30.0,0,0,335.0,695.0,541.0,0.0,0.0,0
2592_01,Conk Flé,D,75,P,Africa,Grecia,29.0,1,0,803.0,0.0,0.0,58.0,0.0,0
2261_01,Millia Bairdford,F,441,S,Europa,Grecia,29.0,0,0,0.0,0.0,885.0,0.0,0.0,1
6973_01,Hary Owerson,E,466,S,Europa,Malta,45.0,0,0,1.0,15.0,44.0,0.0,1541.0,0
